date,open,high,low,close,volume
2026-01-21 16:25:00-05:00,1.16859,1.16866,1.168405,1.16841,-1.0
2026-01-21 16:30:00-05:00,1.16841,1.16893,1.16841,1.16889,-1.0
2026-01-21 16:35:00-05:00,1.16889,1.16895,1.168815,1.16882,-1.0
2026-01-21 16:40:00-05:00,1.16882,1.168845,1.168765,1.168835,-1.0
2026-01-21 16:45:00-05:00,1.168835,1.168935,1.16881,1.168865,-1.0
2026-01-21 16:50:00-05:00,1.168865,1.16887,1.168715,1.168735,-1.0
2026-01-21 16:55:00-05:00,1.168735,1.168785,1.16832,1.168355,-1.0
2026-01-21 17:15:00-05:00,1.16844,1.16851,1.1684,1.16848,-1.0
2026-01-21 17:20:00-05:00,1.16848,1.168565,1.168465,1.168555,-1.0
2026-01-21 17:25:00-05:00,1.168555,1.16858,1.168535,1.16856,-1.0
2026-01-21 17:30:00-05:00,1.16856,1.168605,1.168545,1.168565,-1.0
2026-01-21 17:35:00-05:00,1.168565,1.16859,1.16852,1.16854,-1.0
2026-01-21 17:40:00-05:00,1.16854,1.16858,1.16854,1.168575,-1.0
2026-01-21 17:45:00-05:00,1.168575,1.16865,1.16854,1.16854,-1.0
2026-01-21 17:50:00-05:00,1.16854,1.16857,1.16854,1.16855,-1.0
2026-01-21 17:55:00-05:00,1.16855,1.1686,1.168505,1.168515,-1.0
2026-01-21 18:00:00-05:00,1.168515,1.16857,1.16846,1.168495,-1.0
2026-01-21 18:05:00-05:00,1.168495,1.168565,1.168455,1.168485,-1.0
2026-01-21 18:10:00-05:00,1.168485,1.168495,1.16806,1.16808,-1.0
2026-01-21 18:15:00-05:00,1.16808,1.168145,1.168055,1.168095,-1.0
2026-01-21 18:20:00-05:00,1.168095,1.16816,1.16788,1.167885,-1.0
2026-01-21 18:25:00-05:00,1.167885,1.167935,1.167675,1.167675,-1.0
2026-01-21 18:30:00-05:00,1.167675,1.167685,1.167,1.167475,-1.0
2026-01-21 18:35:00-05:00,1.167475,1.16762,1.167195,1.167595,-1.0
2026-01-21 18:40:00-05:00,1.167595,1.167695,1.167445,1.167465,-1.0
2026-01-21 18:45:00-05:00,1.167465,1.167525,1.167255,1.1673,-1.0
2026-01-21 18:50:00-05:00,1.1673,1.167535,1.16717,1.16717,-1.0
2026-01-21 18:55:00-05:00,1.16717,1.167325,1.16717,1.167295,-1.0
2026-01-21 19:00:00-05:00,1.167295,1.167705,1.16728,1.16749,-1.0
2026-01-21 19:05:00-05:00,1.16749,1.16788,1.16749,1.16784,-1.0
2026-01-21 19:10:00-05:00,1.16784,1.167935,1.167795,1.16785,-1.0
2026-01-21 19:15:00-05:00,1.16785,1.16785,1.167635,1.16771,-1.0
2026-01-21 19:20:00-05:00,1.16771,1.16791,1.167675,1.1679,-1.0
2026-01-21 19:25:00-05:00,1.1679,1.16799,1.16779,1.16779,-1.0
2026-01-21 19:30:00-05:00,1.16779,1.168335,1.16779,1.168285,-1.0
2026-01-21 19:35:00-05:00,1.168285,1.168565,1.16805,1.16854,-1.0
2026-01-21 19:40:00-05:00,1.16854,1.168765,1.168445,1.168585,-1.0
2026-01-21 19:45:00-05:00,1.168585,1.168725,1.168555,1.168675,-1.0
2026-01-21 19:50:00-05:00,1.168675,1.16873,1.16847,1.16871,-1.0
2026-01-21 19:55:00-05:00,1.16871,1.16899,1.168685,1.168735,-1.0
2026-01-21 20:00:00-05:00,1.168735,1.168755,1.16836,1.16837,-1.0
2026-01-21 20:05:00-05:00,1.16837,1.168465,1.16824,1.16835,-1.0
2026-01-21 20:10:00-05:00,1.16835,1.16841,1.168275,1.1684,-1.0
2026-01-21 20:15:00-05:00,1.1684,1.168435,1.168135,1.16841,-1.0
2026-01-21 20:20:00-05:00,1.16841,1.168505,1.168305,1.16849,-1.0
2026-01-21 20:25:00-05:00,1.16849,1.168555,1.168305,1.16855,-1.0
2026-01-21 20:30:00-05:00,1.16855,1.168665,1.168405,1.168485,-1.0
2026-01-21 20:35:00-05:00,1.168485,1.16872,1.168445,1.16855,-1.0
2026-01-21 20:40:00-05:00,1.16855,1.16866,1.16844,1.16862,-1.0
2026-01-21 20:45:00-05:00,1.16862,1.16893,1.168565,1.16886,-1.0
2026-01-21 20:50:00-05:00,1.16886,1.16894,1.16871,1.168885,-1.0
2026-01-21 20:55:00-05:00,1.168885,1.169025,1.16888,1.16889,-1.0
2026-01-21 21:00:00-05:00,1.16889,1.169045,1.16882,1.168995,-1.0
2026-01-21 21:05:00-05:00,1.168995,1.169245,1.16898,1.169235,-1.0
2026-01-21 21:10:00-05:00,1.169235,1.169365,1.16914,1.169185,-1.0
2026-01-21 21:15:00-05:00,1.169185,1.16919,1.16904,1.16905,-1.0
2026-01-21 21:20:00-05:00,1.16905,1.16905,1.16849,1.16854,-1.0
2026-01-21 21:25:00-05:00,1.16854,1.16861,1.168445,1.16855,-1.0
2026-01-21 21:30:00-05:00,1.16855,1.16855,1.16833,1.16849,-1.0
2026-01-21 21:35:00-05:00,1.16849,1.16853,1.16837,1.16837,-1.0
2026-01-21 21:40:00-05:00,1.16837,1.16872,1.16837,1.168535,-1.0
2026-01-21 21:45:00-05:00,1.168535,1.168635,1.168405,1.168495,-1.0
2026-01-21 21:50:00-05:00,1.168495,1.16868,1.16845,1.16859,-1.0
2026-01-21 21:55:00-05:00,1.16859,1.168755,1.16855,1.168575,-1.0
2026-01-21 22:00:00-05:00,1.168575,1.16864,1.1685,1.16855,-1.0
2026-01-21 22:05:00-05:00,1.16855,1.16868,1.168535,1.16861,-1.0
2026-01-21 22:10:00-05:00,1.16861,1.16871,1.16859,1.16869,-1.0
2026-01-21 22:15:00-05:00,1.16869,1.168725,1.16859,1.1686,-1.0
2026-01-21 22:20:00-05:00,1.1686,1.16876,1.168585,1.168745,-1.0
2026-01-21 22:25:00-05:00,1.168745,1.16885,1.16874,1.168805,-1.0
2026-01-21 22:30:00-05:00,1.168805,1.16881,1.16859,1.168795,-1.0
2026-01-21 22:35:00-05:00,1.168795,1.16881,1.16873,1.168745,-1.0
2026-01-21 22:40:00-05:00,1.168745,1.168755,1.168645,1.168695,-1.0
2026-01-21 22:45:00-05:00,1.168695,1.168725,1.16864,1.168665,-1.0
2026-01-21 22:50:00-05:00,1.168665,1.168885,1.168645,1.16886,-1.0
2026-01-21 22:55:00-05:00,1.16886,1.169035,1.168855,1.168905,-1.0
2026-01-21 23:00:00-05:00,1.168905,1.16917,1.168895,1.1691,-1.0
2026-01-21 23:05:00-05:00,1.1691,1.16948,1.16907,1.16938,-1.0
2026-01-21 23:10:00-05:00,1.16938,1.169705,1.16938,1.169665,-1.0
2026-01-21 23:15:00-05:00,1.169665,1.16973,1.169445,1.169455,-1.0
2026-01-21 23:20:00-05:00,1.169455,1.169555,1.169425,1.16944,-1.0
2026-01-21 23:25:00-05:00,1.16944,1.169475,1.169405,1.16945,-1.0
2026-01-21 23:30:00-05:00,1.16945,1.169455,1.16929,1.169295,-1.0
2026-01-21 23:35:00-05:00,1.169295,1.16938,1.169145,1.169165,-1.0
2026-01-21 23:40:00-05:00,1.169165,1.169265,1.169085,1.169095,-1.0
2026-01-21 23:45:00-05:00,1.169095,1.169105,1.16902,1.16908,-1.0
2026-01-21 23:50:00-05:00,1.16908,1.169215,1.16908,1.16919,-1.0
2026-01-21 23:55:00-05:00,1.16919,1.169275,1.169145,1.16916,-1.0
2026-01-22 00:00:00-05:00,1.16916,1.16916,1.16904,1.1691,-1.0
2026-01-22 00:05:00-05:00,1.1691,1.16911,1.168995,1.169085,-1.0
2026-01-22 00:10:00-05:00,1.169085,1.169185,1.168995,1.169185,-1.0
2026-01-22 00:15:00-05:00,1.169185,1.1692,1.169045,1.16905,-1.0
2026-01-22 00:20:00-05:00,1.16905,1.169095,1.16884,1.168885,-1.0
2026-01-22 00:25:00-05:00,1.168885,1.168895,1.168785,1.168845,-1.0
2026-01-22 00:30:00-05:00,1.168845,1.16895,1.168845,1.16886,-1.0
2026-01-22 00:35:00-05:00,1.16886,1.1689,1.168835,1.168855,-1.0
2026-01-22 00:40:00-05:00,1.168855,1.168855,1.168685,1.168695,-1.0
2026-01-22 00:45:00-05:00,1.168695,1.168735,1.168445,1.1685,-1.0
2026-01-22 00:50:00-05:00,1.1685,1.16876,1.16849,1.168655,-1.0
2026-01-22 00:55:00-05:00,1.168655,1.16889,1.16862,1.16884,-1.0
2026-01-22 01:00:00-05:00,1.16884,1.169055,1.168825,1.16894,-1.0
2026-01-22 01:05:00-05:00,1.16894,1.168945,1.168625,1.168685,-1.0
2026-01-22 01:10:00-05:00,1.168685,1.16872,1.16851,1.16871,-1.0
2026-01-22 01:15:00-05:00,1.16871,1.169105,1.16868,1.168945,-1.0
2026-01-22 01:20:00-05:00,1.168945,1.169035,1.16884,1.168915,-1.0
2026-01-22 01:25:00-05:00,1.168915,1.169015,1.1688,1.169015,-1.0
2026-01-22 01:30:00-05:00,1.169015,1.169195,1.168975,1.16911,-1.0
2026-01-22 01:35:00-05:00,1.16911,1.16911,1.16877,1.168975,-1.0
2026-01-22 01:40:00-05:00,1.168975,1.16909,1.1687,1.1687,-1.0
2026-01-22 01:45:00-05:00,1.1687,1.168765,1.168635,1.168665,-1.0
2026-01-22 01:50:00-05:00,1.168665,1.168705,1.168475,1.16849,-1.0
2026-01-22 01:55:00-05:00,1.16849,1.168965,1.168425,1.168865,-1.0
2026-01-22 02:00:00-05:00,1.168865,1.168905,1.16856,1.168635,-1.0
2026-01-22 02:05:00-05:00,1.168635,1.168925,1.168615,1.168725,-1.0
2026-01-22 02:10:00-05:00,1.168725,1.168885,1.168495,1.168525,-1.0
2026-01-22 02:15:00-05:00,1.168525,1.168845,1.168475,1.168615,-1.0
2026-01-22 02:20:00-05:00,1.168615,1.16896,1.16856,1.168955,-1.0
2026-01-22 02:25:00-05:00,1.168955,1.169115,1.168845,1.16891,-1.0
2026-01-22 02:30:00-05:00,1.16891,1.169115,1.168675,1.16896,-1.0
2026-01-22 02:35:00-05:00,1.16896,1.16917,1.16888,1.169145,-1.0
2026-01-22 02:40:00-05:00,1.169145,1.16929,1.168855,1.168995,-1.0
2026-01-22 02:45:00-05:00,1.168995,1.169305,1.168965,1.169265,-1.0
2026-01-22 02:50:00-05:00,1.169265,1.16961,1.169255,1.169535,-1.0
2026-01-22 02:55:00-05:00,1.169535,1.16954,1.16905,1.16905,-1.0
2026-01-22 03:00:00-05:00,1.16905,1.16918,1.168825,1.169165,-1.0
2026-01-22 03:05:00-05:00,1.169165,1.169245,1.16872,1.16872,-1.0
2026-01-22 03:10:00-05:00,1.16872,1.168905,1.168635,1.168675,-1.0
2026-01-22 03:15:00-05:00,1.168675,1.169165,1.168655,1.16916,-1.0
2026-01-22 03:20:00-05:00,1.16916,1.169455,1.169055,1.16924,-1.0
2026-01-22 03:25:00-05:00,1.16924,1.16951,1.169025,1.169035,-1.0
2026-01-22 03:30:00-05:00,1.169035,1.16911,1.16859,1.168615,-1.0
2026-01-22 03:35:00-05:00,1.168615,1.168675,1.16841,1.16862,-1.0
2026-01-22 03:40:00-05:00,1.16862,1.168905,1.1686,1.168655,-1.0
2026-01-22 03:45:00-05:00,1.168655,1.168815,1.168485,1.168805,-1.0
2026-01-22 03:50:00-05:00,1.168805,1.16892,1.168645,1.16884,-1.0
2026-01-22 03:55:00-05:00,1.16884,1.169025,1.1688,1.168895,-1.0
2026-01-22 04:00:00-05:00,1.168895,1.16919,1.168765,1.169055,-1.0
2026-01-22 04:05:00-05:00,1.169055,1.16909,1.168905,1.168975,-1.0
2026-01-22 04:10:00-05:00,1.168975,1.16914,1.168935,1.16901,-1.0
2026-01-22 04:15:00-05:00,1.16901,1.16919,1.16885,1.169145,-1.0
2026-01-22 04:20:00-05:00,1.169145,1.169745,1.169095,1.169635,-1.0
2026-01-22 04:25:00-05:00,1.169635,1.169675,1.16924,1.169285,-1.0
2026-01-22 04:30:00-05:00,1.169285,1.169385,1.168965,1.169345,-1.0
2026-01-22 04:35:00-05:00,1.169345,1.169365,1.16915,1.169345,-1.0
2026-01-22 04:40:00-05:00,1.169345,1.169515,1.1692,1.16937,-1.0
2026-01-22 04:45:00-05:00,1.16937,1.16957,1.169335,1.1694,-1.0
2026-01-22 04:50:00-05:00,1.1694,1.1694,1.169185,1.169335,-1.0
2026-01-22 04:55:00-05:00,1.169335,1.169375,1.169055,1.169255,-1.0
2026-01-22 05:00:00-05:00,1.169255,1.169565,1.169255,1.16951,-1.0
2026-01-22 05:05:00-05:00,1.16951,1.16954,1.16894,1.16895,-1.0
2026-01-22 05:10:00-05:00,1.16895,1.169095,1.16882,1.16884,-1.0
2026-01-22 05:15:00-05:00,1.16884,1.168905,1.168755,1.168795,-1.0
2026-01-22 05:20:00-05:00,1.168795,1.168845,1.16868,1.168745,-1.0
2026-01-22 05:25:00-05:00,1.168745,1.16885,1.16867,1.168765,-1.0
2026-01-22 05:30:00-05:00,1.168765,1.169065,1.16875,1.169015,-1.0
2026-01-22 05:35:00-05:00,1.169015,1.16942,1.169,1.16931,-1.0
2026-01-22 05:40:00-05:00,1.16931,1.169405,1.169095,1.16913,-1.0
2026-01-22 05:45:00-05:00,1.16913,1.16913,1.16869,1.16881,-1.0
2026-01-22 05:50:00-05:00,1.16881,1.16937,1.16876,1.169355,-1.0
2026-01-22 05:55:00-05:00,1.169355,1.16954,1.1692,1.169535,-1.0
